"time","temp","ocheat","ocheat.mixed","ocheat.interior","ocheatflux.mixed","ocheatflux.interior"
1896,0.164078920549983,11.4015556540915,1.03494967487151,10.36660597922,0.0193236238778437,0.223990042079298
1897,0.163207596952054,11.6272390158465,1.0420993841251,10.5851396317214,0.00625618102228847,0.201286961619141
1898,0.163557444709234,11.8263393147817,1.04256147364636,10.7837778411354,0.000404340315245566,0.182961668268311
1899,0.162850230236374,12.0166934621362,1.04346047665317,10.973232985483,0.000786650946310183,0.174503331328385
1900,0.161885028195781,12.1871888841187,1.03974882151733,11.1474400626014,-0.00324779450443082,0.160458642613337
1901,0.159676416590251,12.3359417376821,1.03146957205525,11.3044721656269,-0.00724455799897515,0.144639118656871
1902,0.144545027790492,12.3518029394621,0.979289162855316,11.3725137766068,-0.0456592113319513,0.0626717623627008
1903,0.0479906837159305,11.5208270545364,0.637725743948876,10.8831013105876,-0.298876849879752,-0.450788000547967
1904,0.0297345438534447,10.4795415789351,0.30911344913566,10.1704281297994,-0.287544280414973,-0.656428964355492
1905,0.0494559731548338,10.2238408057035,0.328191199377219,9.89564960632626,0.0166935262366364,-0.253092983506299
1906,0.0731177345110654,10.3382784388219,0.44386150618869,9.89441693263326,0.101214518331972,-0.00113539100039152
1907,0.0820948226434103,10.4914858578401,0.526606889397198,9.96487896844295,0.0724043562821517,0.0649011670984749
1908,0.093829397264369,10.6403856558483,0.582205538934646,10.0581801169137,0.048650260278231,0.0859378154178273
1909,0.105648077702126,10.8652473560955,0.651354199052428,10.2138931570431,0.060506870951158,0.143424156295274
1910,0.114308856784164,11.1068922823949,0.710692602285274,10.3961996801096,0.0519226417510053,0.167918879730315
1911,0.121074787827817,11.3410638699365,0.756333076666322,10.5847307932702,0.0399365987543343,0.173652224746142
1912,0.103271208071845,11.3690344050823,0.721472644317773,10.6475617607645,-0.0305037823990006,0.0578723432193319
1913,0.0958059558071104,11.2513854550119,0.649258479227059,10.6021269757849,-0.0631892673053519,-0.0418490686248872
1914,0.10833000106946,11.340064681772,0.671352387625385,10.6687122941466,0.0193327428468921,0.0613304004580724
1915,0.126223811146263,11.6452117635065,0.761816476401795,10.8833952871047,0.0791584238361947,0.197740196391787
1916,0.141516002641291,12.0312949585,0.857120311708223,11.1741746467918,0.0833933275672183,0.26783103262601
1917,0.156015027495883,12.4511639320556,0.944637188604478,11.5065267434511,0.0765795370060742,0.30612284633778
1918,0.167987232035097,12.8898608576677,1.0243049510176,11.8655559066501,0.069711358269095,0.330694556951733
1919,0.179226232310839,13.3351970164344,1.09538906505704,12.2398079513773,0.0622004433279757,0.344716047623015
1920,0.184669513696795,13.7493404272938,1.14728287347639,12.6020575538174,0.0454084282160435,0.333660838906476
1921,0.192381354820781,14.1453769684529,1.18992586768882,12.955451100764,0.037313725868114,0.325503703921524
1922,0.190478241778099,14.4817910662902,1.20998401178533,13.2718070545049,0.0175513962859186,0.291389120118308
1923,0.186017007547064,14.7061656158811,1.19376170518155,13.5124039106996,-0.0141949389985821,0.221608935759921
1924,0.187310425624963,14.9306611757001,1.18940277866811,13.741258397032,-0.00381417374660404,0.210793274534497
1925,0.19102817731488,15.2027809691131,1.20767322800017,13.995107741113,0.0159871170037346,0.233815536390936
1926,0.195197657986883,15.4971978880469,1.23248958347963,14.2647083045672,0.0217149546486737,0.248323668448161
1927,0.200678943154944,15.8134607626588,1.26262251890678,14.550838243752,0.026367099986674,0.263548544709428
1928,0.200432667990997,16.1006379160093,1.27895324689281,14.8216846691165,0.0142898105199127,0.249471206850778
1929,0.18021903513892,16.1676362578873,1.21708780487632,14.950548453011,-0.0541338662246243,0.118693845208618
1930,0.181342676703026,16.2051093589603,1.16572477652777,15.0393845824325,-0.0449439818884777,0.0818251759790153
1931,0.193625712910708,16.47533252265,1.21121492398432,15.2641175986657,0.039805058796711,0.206997071138951
1932,0.200768439749231,16.8128260287273,1.26640775670395,15.5464182720234,0.0482951600379138,0.260021484804701
1933,0.207876662739561,17.1452274910306,1.3073523815752,15.8378751094554,0.0358276086479252,0.268455043780698
1934,0.2167562324429,17.5165286038505,1.35633510756391,16.1601934962866,0.0428611555912535,0.296880997579237
1935,0.226493033389283,17.9303917041884,1.41318361077064,16.5172080934178,0.0497439146534073,0.328838980576481
1936,0.239402179888346,18.4024107720196,1.48244754234099,16.9199632296786,0.0606077364616786,0.370969673212905
