"time","temp","ocheat","ocheat.mixed","ocheat.interior","ocheatflux.mixed","ocheatflux.interior","gmsl"
1982,0.307900493183967,34.0608893671074,2.52647228841062,31.5344170786968,-0.0385581531959881,0.48233981605074,257.842815509964
1983,0.270220392957615,33.9528978540832,2.30688654346697,31.6460113106162,-0.192143221710856,0.102787207462918,260.582209370096
1984,0.280950347049194,34.0962142587361,2.24802549132246,31.8481887674137,-0.0515049471687632,0.186221598004869,263.193490889459
1985,0.310950772831093,34.7296848957099,2.37658349206352,32.3531014036464,0.112491584758527,0.465064896262392,265.841254252732
1986,0.342772250595442,35.6084163224158,2.55581827844199,33.0525980439738,0.156835086477283,0.644292317373943,268.591019063665
1987,0.374416154840152,36.6180082957117,2.74208211046788,33.8759261852438,0.162985683714794,0.758351027747227,271.448976898996
1988,0.411363445551697,37.7767276310365,2.94833320716885,34.8283944238676,0.180475058668722,0.877299379737965,274.414524008759
1989,0.448931077336681,39.083924523137,3.17411852922579,35.9098059939112,0.19756801246901,0.996066494575632,277.505691906941
1990,0.483066173708766,40.4652973409087,3.39207981051918,37.0732175303896,0.190721773886932,1.07159501802091,280.724589753192
1991,0.459950778941754,41.4092637016752,3.4247053581293,37.9845583435459,0.0285482002918695,0.839417733516397,284.059546927108
1992,0.37961619241908,41.3468384222301,3.11911532305089,38.2277230991792,-0.267399206072171,0.223974176398162,287.315911758817
1993,0.381728171857457,41.2770481886307,2.91434865162345,38.3626995370073,-0.179176148056296,0.124324088073433,290.299138996348
1994,0.422060326558938,42.0416827688181,3.06071345070372,38.9809693181144,0.128072995118879,0.569475887468682,293.28954696397
1995,0.467933813303953,43.2301253975239,3.31037108044141,39.9197543170825,0.218456900810227,0.864696022296751,296.417084257577
1996,0.508549344200669,44.5896635076487,3.56147710656698,41.0281864010817,0.219724285213311,1.02095454771187,299.700591406117
1997,0.545856472092871,46.0266245430173,3.79361294752782,42.2330115954895,0.203124881208573,1.10974030721884,303.122191359706
1998,0.584670872688185,47.5594317171278,4.02591069101191,43.5335210261158,0.203266550115296,1.19787313693565,306.670635548128
1999,0.624757412850733,49.207077852916,4.26876820127109,44.9383096516449,0.212506619907635,1.29392261060614,310.351048698574
2000,0.66454336731224,50.9503428196571,4.51525634386942,46.4350864757877,0.215683517363669,1.37865109425999,314.167756085573
2001,0.697451252137586,52.7153843770521,4.74068513336461,47.9746992436875,0.197256037230915,1.4181064223902,318.119735717741
2002,0.728817037593252,54.4746235762405,4.94300909855879,49.5316144776818,0.177038716751397,1.43404337667073,322.183602158316
2003,0.748739648614455,56.1677862936993,5.10713894634187,51.0606473473574,0.143617873464631,1.4083614904614,326.354112269439
2004,0.762532563306155,57.7310825627973,5.21959464165327,52.511487921144,0.0984016498995034,1.33634013594055,330.592359258035
2005,0.77349860226376,59.2075016118132,5.30717245324658,53.9003291585666,0.0766328564463192,1.2792337914656,334.877502156582
2006,0.786170982528655,60.6492030812443,5.39101707248491,55.2581860087594,0.073366216316576,1.25069469420656,339.199929587586
2007,0.799137747020589,62.0864834003003,5.47932982800779,56.6071535722925,0.0772759514452252,1.24250695066131,343.56544311149
2008,0.813199478668594,63.5241647544386,5.57034230089895,57.9538224535397,0.0796382741587637,1.24038968053938,347.975043634666
2009,0.827972651624524,64.9732511010652,5.6660924767397,59.3071586243255,0.0837838871104466,1.24653078712927,352.432454045446
